,date,shcode,time,vi_time,wtime,vi_trgprice,vi_sprice,histHigh,histLow,ilocHigh,ilocLow,histClose,histDiff,histHigh10min,histLow10min,ilocHigh10min,ilocLow10min,chdegree,volume,mdvolume,msvolume,mdchecnt,mschecnt,tmcode,tmavgdiff,tm1diff,tm2diff,tm1value,tm2value,DurH30,DurL30,DurH60,DurL60,maxProfit,minProfit,lastProfit,imax,imin,hname,finalProfit
3336,20241023,417840,134050,134044,135258,8440,7660,8490,8040,19,6,8250,5.770,8490,8040,19,6,108.620,57355,25624,27832,482,442,12,2.870,18.080,16.020,70374,56542,10100,7330,10100,7200,0.016,-0.010,0.010,620,588,저스템,0.010
3218,20241022,054180,91341,91340,92543,381,346,415,371,19,17,407,17.630,415,371,19,17,96.740,1242450,617014,596896,805,1217,94,0.290,18.210,1.840,491,167,531,346,719,346,0.103,0.017,0.103,71,67,메디콕스,0.080
3008,20241017,351870,93846,93840,95051,13480,12250,14300,13300,14,17,13770,11.410,14300,13300,14,17,100.300,709134,333854,334839,4232,5380,562,1.420,11.570,8.230,9615,97646,22250,12360,22250,12360,0.027,-0.100,-0.077,187,539,차이커뮤니케이션,-0.048
2894,20241015,009190,135340,135339,140551,1907,1733,2100,1716,20,12,1779,1.720,2100,1716,20,12,66.500,1694611,846786,563114,2648,2392,511,-1.230,5.410,1.720,1475,3182,2360,1621,2360,1588,0.017,-0.015,0.012,740,633,대양금속,0.012
2822,20241015,223310,91214,91214,92417,2530,2300,2750,2460,18,9,2535,13.680,2750,2460,18,9,84.790,583886,309740,262638,1863,2407,332,1.400,14.130,2.250,1521,894,3165,2220,4080,2220,0.012,-0.089,-0.039,52,644,딥마인드,-0.048
2766,20241014,140430,92111,92106,93317,3725,3385,3795,3590,20,4,3745,11.620,3795,3590,20,4,145.740,740632,282551,411789,3063,3810,234,0.770,12.220,4.500,2717,76544,4540,3355,5180,3355,0.051,-0.048,-0.048,129,760,카티스,-0.048
2756,20241014,069640,90222,90215,91426,1930,1754,1990,1777,9,15,1894,8.040,1990,1777,9,15,93.810,306672,135936,127523,1597,2113,496,0.780,7.990,1.700,585,19,2305,1660,2305,1561,0.007,-0.089,-0.089,29,760,한세엠케이,-0.048
2689,20241011,373200,90217,90215,91424,486,440,489,451,17,10,468,0.210,489,451,17,10,137.380,711249,196125,269434,159,245,279,0.590,11.540,4.470,4746,36239,736,467,1725,467,0.009,-0.105,-0.075,28,311,엑스플러스,-0.048
2587,20241008,059270,100913,100911,102119,8380,7610,9160,8190,11,20,8710,14.760,9160,8190,11,20,115.090,1027113,468910,539654,3756,4281,505,0.010,14.620,14.200,8834,3740,11690,7590,14110,7590,0.009,-0.094,-0.073,171,415,해성에어로보틱스,-0.048
2540,20241007,180400,132706,132700,133914,2960,2690,2990,2755,20,11,2830,6.190,2990,2755,20,11,108.990,3351788,1519970,1656625,4122,5512,546,1.100,6.190,2.150,9475,107,4080,2510,4080,1689,0.113,-0.004,0.030,591,563,DXVX,0.080
2512,20241007,469750,104315,104314,105524,2110,1915,2180,2035,1,4,2150,12.570,2180,2035,1,4,108.310,3277253,1530740,1657902,4570,5111,445,4.290,19.460,14.890,28963,16974,4260,1910,4260,1910,0.065,-0.063,-0.063,334,760,아이비젼웍스,-0.048
2451,20241002,090150,140845,140839,142048,1085,986,1068,1004,20,19,1033,3.610,1068,1004,20,19,86.130,510232,266330,229390,542,749,27,-0.450,9.730,9.480,26503,3076,1130,997,1130,874,0.007,-0.028,-0.014,646,725,아이윈,-0.014
2417,20241002,464500,103743,103742,104953,9330,8480,9490,8970,8,9,9410,5.970,9490,8970,8,9,100.610,1711692,823758,828767,5754,7326,307,-0.660,6.190,3.800,15224,311,11180,8880,11180,8880,0.034,-0.106,-0.098,251,759,아이언디바이스,-0.048
2335,20240930,069920,92855,92853,94101,1650,1500,1940,1582,8,18,1761,17.560,1940,1582,8,18,102.220,940015,445439,455329,1986,2675,136,0.720,17.620,6.140,1680,903,2200,1498,2800,1498,0.031,-0.115,-0.083,86,715,엑시온그룹,-0.048
2261,20240927,083660,91021,91020,92231,950,862,945,875,20,15,899,3.330,945,875,20,15,92.780,26724,11876,11018,68,49,110,0.800,10.720,9.820,3706,2101,980,870,1215,870,0.033,-0.026,0.004,62,53,CSA 코스믹,0.004
2183,20240926,106080,94956,94950,100205,3275,2975,3700,3320,11,13,3470,18.630,3700,3320,11,13,101.520,291704,141714,143872,1414,1689,352,2.050,18.630,11.380,1002,1557,4805,2910,6360,2910,0.095,-0.058,0.095,414,199,하이소닉,-0.048
2167,20240926,062970,91152,91150,92358,1839,1669,1890,1777,3,15,1880,-16.260,1890,1777,3,15,101.230,931187,389664,394461,1289,1554,373,0.780,6.270,5.880,2375,25876,3070,1716,3875,1716,0.138,-0.025,0.122,710,249,피피아이,0.080
2080,20240925,066790,92218,92217,93420,1787,1624,1943,1761,2,19,1933,19.470,1943,1761,2,19,164.470,3970066,1470787,2419071,3717,5576,537,2.610,19.410,3.680,7182,2358,2775,1491,3035,1491,-0.004,-0.084,-0.076,75,723,씨씨에스,-0.048
2052,20240924,083550,141648,141643,142854,3845,3495,3900,3445,20,2,3575,12.780,3900,3445,20,2,98.320,3006243,1447890,1423519,7861,8989,19,2.090,22.690,12.300,3693,10765,5280,3150,5280,3150,0.022,-0.062,-0.052,669,758,케이엠,-0.048
1989,20240924,054180,92030,92025,93247,462,420,486,441,20,3,455,7.310,486,441,20,3,75.890,545297,287976,218536,327,293,250,0.640,7.310,4.010,251,225,637,417,769,417,0.011,-0.037,-0.029,182,619,메디콕스,-0.029
1983,20240924,214610,91001,91000,92211,1579,1435,1689,1557,5,17,1646,13.670,1689,1557,5,17,103.180,2444902,1182726,1220293,2441,3271,516,0.520,13.260,2.930,3944,230,3055,1397,3055,1275,-0.008,-0.065,-0.057,61,442,미코바이오메드,-0.048
1948,20240923,355150,120142,120138,121346,8350,7590,9570,8320,12,4,8760,15.260,9570,8320,12,4,105.790,242156,115338,122021,2284,3003,227,0.850,15.260,7.450,2149,4991,11060,7440,16700,7440,-0.008,-0.075,-0.058,387,618,코스텍시스,-0.048
1936,20240923,032980,110618,110616,111827,845,768,880,820,1,15,869,16.640,880,820,1,15,126.400,923112,391386,494696,747,1179,110,0.650,16.510,11.810,748,6045,1123,745,1265,745,0.000,-0.087,-0.070,276,697,바이온,-0.048
1928,20240923,035080,103430,103429,104639,12080,10980,13200,11610,16,19,11930,9.750,13200,11610,16,19,77.150,256816,142589,110010,2636,3045,483,1.580,9.380,-0.250,3210,63,14030,10870,14570,10870,0.174,-0.044,0.020,604,320,그래디언트,0.080
1885,20240920,080720,135200,135159,140406,2800,2545,3000,2735,20,9,2850,12.200,3000,2735,20,9,119.560,548639,238553,285212,1225,1478,172,2.090,29.830,19.940,4630,101970,6250,2450,6250,2450,0.067,-0.039,-0.014,612,720,한국유니온제약,-0.014
1726,20240913,900100,141339,141338,142542,1470,1336,1638,1470,8,18,1580,17.040,1638,1470,8,18,103.260,1957273,927047,957290,2914,3832,408,2.600,22.000,17.040,121601,2965,2085,1296,2260,830,0.011,-0.101,-0.086,653,693,애머릿지,-0.048
1713,20240913,030350,121936,121934,123145,325,295,351,320,0,20,351,-8.360,351,320,0,20,114.610,2162703,855596,980622,807,1084,352,-0.720,3.100,2.050,27,41565,490,350,490,350,-0.011,-0.234,-0.234,423,633,드래곤플라이,-0.048
1694,20240913,091440,102212,102210,103421,6350,5770,6490,6070,19,17,6300,9.190,6490,6070,19,17,120.230,54310,23564,28332,263,305,426,0.520,9.190,2.820,339,223,8850,5690,10320,5690,0.000,-0.046,-0.030,188,530,한울소재과학,-0.030
1686,20240913,035290,92657,92656,93859,464,421,474,431,18,11,443,6.240,474,431,18,11,72.140,294828,154415,111402,275,307,52,0.450,6.240,2.790,133,52,547,398,611,398,0.223,-0.027,0.223,716,157,골드앤에스,0.080
1660,20240912,321550,142935,142933,144146,6050,5500,6300,5710,20,10,5880,6.910,6300,5710,20,10,152.270,212097,76983,117225,689,1196,389,4.040,29.950,10.580,7811,1168,6650,5500,6650,5500,-0.005,-0.029,-0.017,686,708,티움바이오,-0.017
1659,20240912,900300,142649,142648,143857,71,64,74,64,20,3,66,3.120,74,64,20,3,127.810,19450044,8094543,10345731,936,4374,110,2.210,15.940,15.820,11727,40683,83,62,123,62,0.030,-0.015,0.015,746,677,오가닉티코스메틱,0.015
1637,20240912,046390,92640,92639,93848,1459,1321,1460,1380,13,16,1419,6.930,1460,1380,13,16,116.190,100455,39664,46086,190,202,127,1.600,6.930,4.500,143,78,1699,1327,1846,1327,0.010,-0.050,0.005,381,267,삼화네트웍스,-0.048
1630,20240912,069330,91143,91139,92353,1362,1238,1360,1276,20,16,1314,5.710,1360,1276,20,16,134.030,127059,42856,57438,98,177,209,3.920,14.550,6.100,2959,2115,1512,1235,1512,1235,0.000,-0.021,-0.014,47,565,유아이디,-0.014
1580,20240911,066900,122853,122851,124055,2335,2120,2460,2095,18,3,2155,1.650,2460,2095,18,3,87.500,190911,97272,85110,715,896,287,0.880,20.740,3.650,82780,551,2745,2010,2970,2010,0.000,-0.118,-0.079,441,609,디에이피,-0.048
1535,20240911,078860,95055,95053,100304,7320,6650,7520,7170,0,17,7520,13.080,7520,7170,0,17,160.240,29257,10914,17489,176,192,128,1.510,13.080,3.820,206,78,10080,6650,10080,4085,0.120,-0.024,0.074,756,128,엔에스이엔엠,0.080
1527,20240911,229000,93944,93941,95147,2850,2590,2860,2755,5,17,2830,6.590,2860,2755,5,17,135.370,131980,51962,70341,244,401,546,3.290,6.590,6.300,366,1626,3800,2225,3800,2225,0.065,-0.064,-0.062,114,735,젠큐릭스,-0.048
1516,20240911,114450,92530,92530,93736,2325,2110,2690,2275,3,19,2625,24.700,2690,2275,3,19,124.550,1551307,644687,802936,2204,3329,468,6.300,24.700,5.560,3879,228895,4170,1715,4170,1715,0.006,-0.150,-0.135,76,731,그린생명과학,-0.048
1513,20240911,352770,91120,91118,92329,841,764,886,802,19,4,830,21.700,886,802,19,4,96.050,3888325,1892677,1817995,3291,4088,376,2.020,21.700,7.470,3203,9580,1330,682,1856,682,0.057,-0.130,-0.112,55,758,클리노믹스,-0.048
1511,20240911,106080,90804,90759,92007,3300,3000,3270,2700,20,2,2805,-23.150,3270,2700,20,2,52.760,344846,185703,97978,562,470,279,0.530,8.220,4.480,210,157,5570,3650,6360,3650,0.127,-0.041,0.070,349,70,하이소닉,0.080
1504,20240911,352770,90411,90410,91616,756,686,886,754,5,20,835,22.430,886,754,5,20,107.100,2980154,1353223,1449278,2096,2721,376,2.070,23.020,8.560,2457,7725,1330,682,1856,682,0.050,-0.135,-0.117,55,758,클리노믹스,-0.048
1461,20240910,199480,113047,113047,114254,8510,7730,8530,8150,19,8,8390,7.560,8530,8150,19,8,84.380,936766,495062,417734,3763,4128,562,3.010,25.730,15.160,82976,37892,15750,7800,15750,7800,0.000,-0.092,-0.092,325,753,뱅크웨어글로벌,-0.048
1457,20240910,088340,112013,112013,113223,14560,13230,15180,14460,1,6,15110,15.080,15180,14460,1,6,110.060,2011070,931526,1025246,10977,14111,562,2.880,25.560,15.080,81584,28724,21000,12960,21000,12960,0.010,-0.116,-0.107,328,754,유라클,-0.048
1438,20240910,451220,101223,101221,102425,9680,8800,9890,9470,1,12,10030,13.980,9890,9470,1,12,230.990,180293,53796,124264,708,1413,536,1.100,14.090,4.530,1780,20097,14740,8200,22600,8200,0.030,-0.154,-0.148,169,362,아이엠티,-0.048
1434,20240910,307870,100835,100830,102041,1612,1465,1658,1593,1,12,1650,-20.670,1658,1593,1,12,65.760,6553898,3524226,2317613,5567,4902,276,-0.100,4.290,4.250,10309,4877,3725,1870,3760,1717,0.024,-0.070,-0.056,367,697,비투엔,-0.048
1413,20240910,187220,91500,91500,92714,3125,2840,3220,2990,11,18,3110,10.090,3220,2990,11,18,102.490,213678,100022,102511,625,787,349,7.020,30.000,29.920,755,8421,3855,2825,4730,2825,0.011,-0.059,-0.042,102,747,디티앤씨,-0.048
1355,20240909,354200,131806,131803,133012,2775,2520,2900,2620,14,16,2780,18.300,2900,2620,14,16,104.210,437824,207350,216072,1661,2128,377,2.320,18.300,15.210,1176,28932,3490,2350,3500,2350,0.054,-0.103,-0.007,581,550,엔젠바이오,-0.048
1354,20240909,354200,131457,131454,132700,2530,2300,2900,2485,7,19,2690,14.470,2900,2485,7,19,95.340,377816,186046,177368,1289,1568,377,2.220,15.710,14.470,28887,1008,3490,2350,3500,2350,0.089,-0.072,0.026,581,550,엔젠바이오,-0.048
1351,20240909,462350,130606,130602,131810,18020,16380,18340,16950,20,13,17550,5.660,18340,16950,20,13,89.960,198643,96964,87224,2051,1934,200,0.730,5.440,4.940,2122,3410,24000,16420,34450,16420,0.071,-0.044,-0.037,558,756,이노스페이스,-0.037
1345,20240909,331920,123224,123223,124432,4865,4420,5430,4905,0,20,5430,22.020,5430,4905,0,20,125.800,892853,384384,483564,2633,3769,516,2.590,22.020,6.670,4412,5622,9350,3560,9350,3405,0.064,-0.066,-0.009,698,482,셀레믹스,-0.048
1301,20240909,291650,100816,100813,102020,2340,2125,2450,2220,13,6,2405,11.340,2450,2220,13,6,82.280,1143895,597322,491494,3718,3622,389,0.610,29.930,11.570,10706,2663,3820,1964,3820,1964,0.006,-0.106,-0.096,160,697,압타머사이언스,-0.048
1284,20240909,180400,92046,92044,93253,2780,2525,3025,2750,9,20,2845,13.350,3025,2750,9,20,103.110,2578071,1245832,1284558,4488,5620,540,1.730,13.350,10.760,7368,39189,4080,2510,4080,1689,0.142,-0.005,0.109,754,65,DXVX,0.080
1274,20240909,185490,91103,91103,92305,3455,3140,3865,3450,12,17,3550,13.780,3865,3450,12,17,87.680,460468,239098,209651,1922,2280,493,1.260,16.920,13.780,45782,1671,4390,3035,4390,2530,0.039,-0.076,-0.052,90,494,아이진,-0.048
1262,20240909,051780,90127,90126,91333,252,229,295,243,19,7,256,12.780,295,243,19,7,54.240,2896587,1717282,931456,678,825,79,0.270,12.780,2.340,787,31219,316,227,357,227,0.020,-0.055,-0.051,34,53,큐로홀딩스,-0.048
1258,20240906,065170,142812,142811,144018,465,422,486,437,15,9,452,7.110,486,437,15,9,112.210,494763,232320,260678,500,582,408,-2.190,7.110,3.750,226,1326,580,422,591,422,0.077,-0.031,-0.020,685,755,비엘팜텍,-0.020
1256,20240906,291650,142037,142034,143240,2340,2125,2550,2275,19,20,2340,11.430,2550,2275,19,20,78.610,1648488,906124,712327,3369,3533,172,-1.490,12.140,7.760,3892,38008,3820,1964,3820,1964,0.004,-0.096,-0.077,665,735,압타머사이언스,-0.048
1230,20240906,460940,111246,111242,112457,16610,15100,16890,16120,18,17,16790,11.640,16890,16120,18,17,98.100,1762937,877095,860428,14894,18281,99,-2.740,11.900,0.780,28131,347,25050,12450,25050,12450,0.017,-0.138,-0.120,302,754,피앤에스미캐닉스,-0.048
1187,20240906,396270,90603,90558,91812,8100,7360,8750,7920,12,20,8180,11.140,8750,7920,12,20,95.720,363031,182339,174528,1930,2236,362,3.100,29.940,23.460,10673,5866,10380,7360,14670,7360,0.051,-0.095,-0.077,65,347,넥스트칩,-0.048
1183,20240906,322780,90211,90207,91420,763,693,774,716,19,13,750,7.140,774,716,19,13,148.520,647902,222264,330106,496,748,127,0.070,7.140,1.920,480,14479,1230,700,1389,700,0.005,-0.119,-0.075,30,385,코퍼스코리아,-0.048
1158,20240905,004140,132258,132254,133509,2900,2635,3040,2820,1,19,3010,15.770,3040,2820,1,19,130.150,8085880,3435281,4470973,9117,11671,141,3.950,23.050,16.150,56923,23136,3675,2600,3675,2600,0.017,-0.121,-0.088,590,633,동방,-0.048
1157,20240905,009180,132148,132143,133352,2595,2355,2720,2450,19,8,2545,8.070,2720,2450,19,8,71.110,1029077,567048,403212,1872,1627,141,3.640,20.840,14.810,55533,20804,2900,2355,3175,2355,0.012,-0.092,-0.084,551,620,한솔로지스틱스,-0.048
1098,20240905,408900,91450,91444,92653,2610,2370,2670,2435,20,5,2500,7.070,2670,2435,20,5,97.620,546226,262660,256404,1164,1544,127,1.770,11.850,7.070,52737,1386,3115,2335,3905,2335,0.008,-0.064,-0.034,68,669,스튜디오미르,-0.048
1078,20240904,189860,140338,140333,141547,5040,4580,5270,4765,20,15,4990,7.430,5270,4765,20,15,72.490,575439,326857,236951,2408,2309,335,-2.850,7.530,0.160,2832,49,5960,4645,7500,4645,0.004,-0.079,-0.072,633,714,서전기전,-0.048
1006,20240903,091440,144226,144226,145429,6670,6040,6700,6330,0,17,6700,0.000,6700,6330,0,17,56.270,138524,87612,49301,831,578,426,1.280,17.770,2.940,27708,33557,9310,5860,11100,5860,0.009,-0.018,0.000,754,710,한울소재과학,0.000
980,20240903,219550,113550,113545,114757,251,228,263,248,4,16,256,12.280,263,248,4,16,149.210,1486070,561718,838143,381,751,110,1.530,16.810,12.280,36595,362,669,228,806,228,0.074,-0.047,0.004,394,655,디와이디,0.004
953,20240903,023460,93317,93316,94525,494,449,510,481,16,3,494,20.780,510,481,16,3,134.510,7108304,2957623,3978334,2806,4195,111,0.550,20.780,7.210,3367,11394,2490,409,2690,409,0.075,-0.004,0.075,210,129,CNH,0.072
946,20240903,023460,91432,91429,92640,455,413,487,442,4,17,469,14.670,487,442,4,17,147.830,3590554,1425716,2107686,1589,2554,111,0.530,14.670,6.030,1648,18190,2490,409,2690,409,0.132,-0.009,0.132,210,54,CNH,0.080
893,20240902,429270,104402,104356,105605,8440,7670,8790,8230,6,20,8690,13.300,8790,8230,6,20,93.030,191711,95769,89097,1117,1490,307,-1.500,13.300,2.510,1614,1536,12580,7480,12580,7480,0.049,-0.098,-0.094,264,678,시지트로닉스,-0.048
891,20240902,200470,103716,103710,104922,3845,3495,3990,3800,0,15,3965,17.130,3990,3800,0,15,104.390,1345229,646301,674672,3498,7231,12,-1.480,16.400,3.740,5074,70,5360,3355,6300,3355,0.086,-0.028,-0.021,334,660,에이팩트,0.080
871,20240902,227100,91430,91429,92638,568,510,655,580,10,20,615,22.020,655,580,10,20,48.760,1192202,705176,343878,687,908,279,-0.090,22.020,3.670,744,88835,1369,504,1479,504,0.065,-0.013,0.065,158,106,퀀텀온,0.061
864,20240902,331380,90553,90549,91805,3630,3300,3650,3420,18,12,3510,8.330,3650,3420,18,12,129.640,226606,95576,123909,351,546,28,0.910,8.330,0.660,796,2,5230,3240,5230,1880,-0.006,-0.121,-0.043,36,330,포커스에이치엔에스,-0.048
863,20240902,291650,90553,90547,91803,2290,2080,2550,2320,13,20,2415,22.960,2550,2320,13,20,101.570,2861573,1358180,1379448,3030,3970,389,0.040,23.470,2.850,6920,2247,3820,1964,3820,1964,0.056,-0.002,0.056,45,38,압타머사이언스,0.053
807,20240830,348080,93824,93823,95026,880,800,915,854,13,16,877,24.570,915,854,13,16,118.780,3443239,1523370,1809509,2953,5827,493,3.200,24.570,10.540,2922,1496,1430,626,1430,626,0.043,-0.006,0.043,125,527,큐라티스,0.040
804,20240830,012170,92532,92530,93739,583,530,607,550,20,17,567,7.590,607,550,20,17,64.150,1217204,699190,448529,617,878,48,1.420,7.590,3.080,685,3643,877,527,1298,527,0.076,-0.014,0.018,172,110,아센디오,0.018
794,20240830,304360,91445,91441,92652,28450,25850,29750,28250,9,19,29350,13.760,29750,28250,9,19,183.410,252036,87152,159844,1502,1945,66,3.000,21.140,13.760,15301,7154,38800,23450,48850,23450,0.082,0.010,0.036,105,53,에스바이오메딕스,0.080
783,20240830,373110,90019,90015,91226,5760,5230,6240,5750,6,20,5900,19.920,6240,5750,6,20,118.800,2070403,884628,1050964,4937,6545,66,2.480,19.720,9.160,12276,79120,7920,4615,8470,4615,0.083,-0.014,0.083,76,42,엑셀세라퓨틱스,0.080
712,20240829,293780,91157,91151,92408,9550,8680,9910,9360,4,17,9650,12.080,9910,9360,4,17,102.430,521535,244241,250176,1876,2548,389,2.050,17.280,12.080,144785,4968,13470,7970,14600,5740,0.028,-0.056,-0.025,246,104,압타바이오,-0.048
711,20240829,304360,90850,90850,92100,25650,23300,26500,25000,2,10,26100,11.300,26500,25000,2,10,153.930,134553,50453,77662,685,1105,66,1.590,12.300,11.510,50888,3397,39000,23450,48850,23450,0.029,-0.071,-0.011,177,479,에스바이오메딕스,-0.048
674,20240828,464280,121846,121841,123048,36500,33150,37050,35700,0,5,37050,20.680,37050,35700,0,5,106.110,3193730,1533098,1626812,25621,29856,562,1.780,20.700,20.680,217367,108790,52000,30700,52000,30700,0.077,-0.051,0.077,739,508,티디에스팜,-0.048
644,20240828,177350,93657,93656,94902,301,273,350,299,12,20,307,12.450,350,299,12,20,82.190,2550016,1326597,1090295,987,994,349,1.570,29.910,12.450,3865,824,398,273,471,273,0.007,-0.098,-0.078,102,552,베셀,-0.048
635,20240828,464280,92234,92228,93442,33350,30300,34150,32350,7,16,33450,8.960,34150,32350,7,16,124.580,715500,305405,380461,4293,6024,562,3.160,17.710,12.800,87480,26402,52000,30700,52000,30700,0.193,-0.046,0.193,739,156,티디에스팜,0.080
633,20240828,460470,91803,91757,93014,9420,8560,9640,9110,5,8,9400,14.630,9640,9110,5,8,98.020,2706681,1305446,1279567,10808,11635,562,3.400,19.950,14.630,83332,24702,13360,7120,13360,7120,0.004,-0.146,-0.134,114,746,아이빔테크놀로지,-0.048
631,20240828,078140,91516,91514,92720,13310,12100,14580,13000,0,19,14510,20.510,14580,13000,0,19,133.480,2017657,841878,1123716,9217,11662,540,1.200,20.510,7.690,27314,1930,18950,11960,18950,10080,0.079,-0.001,0.079,95,54,대봉엘에스,0.075
590,20240827,460470,120902,120902,122106,7800,7090,8220,7650,8,19,7870,10.530,8220,7650,8,19,100.230,1321972,650295,651786,6705,7843,562,3.060,26.600,14.770,254411,250166,13360,7120,13360,7120,0.144,-0.005,0.042,577,402,아이빔테크놀로지,0.080
563,20240827,277070,101013,101007,102223,4920,4470,5180,4740,20,18,4865,7.160,5180,4740,20,18,75.050,149064,76426,57357,794,832,119,0.240,8.370,7.320,736,134,6000,4260,7160,4260,0.008,-0.026,-0.016,172,673,린드먼아시아,-0.016
545,20240827,378800,93112,93111,94314,2155,1959,2310,2085,15,8,2175,3.570,2310,2085,15,8,94.700,4439645,2221034,2103338,5718,6356,540,0.610,14.830,6.610,2181,3206,3130,1745,3130,1464,0.009,-0.099,-0.097,87,754,샤페론,-0.048
529,20240827,347860,91135,91135,92342,2640,2395,2700,2445,8,20,2610,7.850,2700,2445,8,20,143.980,121081,48371,69645,221,391,106,2.430,29.990,17.370,3128,5578,3500,2420,3620,1800,0.134,-0.017,0.040,94,60,알체라,0.080
513,20240826,378800,143306,143305,144511,1920,1745,1958,1815,17,13,1910,9.460,1958,1815,17,13,70.880,2244313,1280300,907440,4115,4625,540,0.070,9.510,5.720,4165,740667,3130,1745,3130,1464,0.178,-0.010,0.099,752,691,샤페론,0.080
503,20240826,464080,133015,133013,134219,5610,5100,6400,5500,8,19,6220,20.780,6400,5500,8,19,103.380,1819134,867857,897198,5115,6075,362,-0.710,20.780,3.820,10779,170736,9120,5150,14420,5150,-0.002,-0.109,-0.048,564,688,에스오에스랩,-0.048
447,20240823,017510,135236,135233,140440,5990,5440,6170,5880,1,14,6100,9.520,6170,5880,1,14,126.440,1603206,695825,879771,3457,5419,123,1.900,25.630,9.520,48179,9506,8470,5530,9010,4330,0.054,-0.044,-0.033,646,753,세명전기,-0.033
408,20240823,340810,93315,93313,94527,3945,3585,3940,3770,20,15,3880,4.860,3940,3770,20,15,316.740,11614,2574,8153,62,124,234,0.670,5.110,4.860,2917,44,4760,3625,5370,3625,0.012,-0.046,-0.026,91,443,씨유박스,-0.026
320,20240821,069540,134409,134408,135619,1460,1327,1600,1455,11,15,1500,13.040,1600,1455,11,15,98.540,3202249,1593692,1570385,3238,4101,373,-0.690,13.260,4.620,4472,79,3545,1327,3800,1327,0.060,-0.007,0.027,610,597,빛과전자,0.027
315,20240821,373200,130643,130643,131853,687,624,694,668,0,17,691,8.140,694,668,0,17,162.820,2132314,801910,1305659,715,1522,521,0.490,8.140,0.940,1393,135,1725,612,1950,612,0.013,-0.049,-0.042,519,752,엑스플러스,-0.048
280,20240821,023460,95336,95331,100540,555,504,613,557,8,20,584,22.430,613,557,8,20,128.840,15058203,6279094,8089684,4731,6624,111,0.520,22.430,19.830,8280,21644,2500,468,2690,468,-0.007,-0.152,-0.152,299,760,CNH,-0.048
198,20240820,443670,103202,103202,104406,8800,8000,9320,8800,1,15,9310,17.850,9320,8800,1,15,143.570,574240,231527,332411,2497,3712,529,3.890,20.630,17.720,31012,5062,12970,7620,17400,7620,0.103,-0.016,0.103,364,214,에스피소프트,0.080
188,20240820,307870,95206,95205,100412,2110,1915,2140,2040,0,5,2135,-20.040,2140,2040,0,5,88.440,4779389,2428659,2147879,3284,3313,276,1.710,10.810,8.820,6554,3936,3760,2195,3760,1624,0.030,-0.124,-0.124,147,719,비투엔,-0.048
93,20240819,023460,94300,94258,95507,602,547,627,585,7,18,603,-9.730,627,585,7,18,76.160,16246226,8722611,6642806,5770,7759,111,0.020,6.750,3.930,10080,40449,2500,668,2690,668,0.012,-0.224,-0.224,114,755,CNH,-0.048
66,20240816,373200,140018,140017,141225,604,549,612,585,19,11,600,-16.430,612,585,19,11,70.020,8703344,4689198,3283296,3784,3465,521,-1.700,3.420,0.760,274,265,1725,680,1950,680,0.095,0.000,0.060,725,624,엑스플러스,0.080
33,20240816,227100,102448,102442,103656,1067,969,1065,1021,20,7,1048,-16.760,1065,1021,20,7,88.120,571578,281172,247758,570,589,279,-0.070,29.870,9.570,1370,116996,1479,1206,1479,1065,0.050,-0.017,-0.003,478,203,퀀텀온,-0.003
6,20240816,041020,90030,90029,93914,5980,5400,5740,5590,0,8,5740,6.300,5740,5590,0,8,43.780,807095,507717,222298,1527,1151,435,0.610,6.300,2.580,4618,222,7820,4790,8910,4790,0.000,-0.033,-0.024,78,618,폴라리스오피스,-0.024
